3570	61.4	47	1	41	6
3574	68.4	54	1	54	0
3579	70.5	56	1	56	0
3584	54.7	44	1	38	6
3590	69.3	36	1	36	0
3596	61.7	50	1	39	11
3598	70	54	0	35	17
3600	68	54	1	54	0
3603	68.3	55	1	45	10
3609	50	42	1	42	0
3612	69.3	56	1	56	0
3618	50.3	40	1	40	0
3621	69	55	1	55	0
3623	69.6	56	1	56	0
3626	69.5	56	1	55	1
3633	67.7	54	1	35	19
3635	68	53	1	53	0
3642	70.8	55	1	55	0
3645	70.6	57	1	55	2
3647	69.3	55	1	55	0
3653	53.7	47	1	47	0
3658	57	41	1	41	0
3661	69.1	56	1	56	0
3668	68.9	55	1	55	0
3675	69.3	56	1	56	0
3679	68.7	55	1	55	0
3681	69.5	55	1	55	0
3684	51.3	41	0	41	0
3691	69	55	1	55	0
3696	69.9	57	1	57	0
3699	69.3	54	1	54	0
3703	69.4	55	1	55	0
3706	69.9	55	1	55	0
3708	70.4	56	1	56	0
3712	69.2	55	1	55	0
3717	69.6	55	1	55	0
3724	69.7	55	1	55	0
3729	69.2	54	1	54	0
3738	70.2	56	1	56	0
3742	70.3	56	1	56	0
3746	67.9	53	1	42	11
3752	66.9	53	1	42	11
3758	59.8	49	1	49	0
3760	72.5	57	1	57	0
3762	69.5	56	1	56	0
3764	71.7	56	1	56	0
3769	62	50	1	50	0
3772	70.4	56	1	56	0
3775	55.7	45	1	45	0
3777	52.6	42	1	42	0
3782	62.2	50	1	50	0
3787	70	57	1	57	0
3792	54.1	42	1	42	0
3797	53.7	44	0	43	1
3800	70.9	57	1	57	0
3802	70.7	57	1	57	0
3806	71.5	56	1	56	0
3813	62	50	1	50	0
3820	53.1	42	1	42	0
3824	56.3	45	1	45	0
3827	63	49	1	49	0
3831	71.1	57	1	57	0
3837	72	57	1	57	0
3841	71.6	57	1	57	0
3845	53.4	43	0	43	0
3849	56.2	45	1	42	3
3855	71.1	53	1	50	3
3856	58.6	46	1	46	0
3862	72	58	1	58	0
3867	63.4	54	1	54	0
3872	61.7	50	1	50	0
3877	63	53	1	45	8
3880	65.8	51	1	51	0
3885	70.6	55	1	40	15
3888	62.8	50	1	50	0
3893	61.9	50	1	50	0
3896	59.1	47	0	47	0
3912	69.4	56	0	39	17
3916	61.7	50	1	50	0
3922	62.6	50	1	50	0
3927	63.2	50	1	50	0
3932	63.6	50	1	50	0
3937	62.4	50	1	50	0
3941	64.1	50	0	50	0
3945	56.7	45	1	45	0
3950	63.2	50	1	50	0
3955	63.2	50	1	50	0
3958	68.5	57	1	57	0
3963	66.7	55	1	42	13
3968	63	50	1	50	0
3974	63.6	50	1	50	0
3975	63	50	0	50	0
3977	61.5	50	0	50	0
3982	62.7	50	1	50	0
3987	62.8	50	1	50	0
3992	66.3	50	1	50	0
3995	63.5	50	1	50	0
3998	63.9	50	1	50	0
3999	63	50	1	50	0
3003	42.8	35	1	35	0
3008	71.1	56	1	26	30
3011	42.5	34	1	34	0
3021	44	40	1	40	0
3028	73.8	53	1	30	23
3034	43.1	35	1	35	0
3041	43.7	35	1	35	0
3045	42.9	39	1	39	0
3050	44	40	1	40	0
3055	44	40	1	40	0
3059	39.4	31	1	31	0
3065	48.9	33	1	33	0
3070	44	40	1	40	0
3075	44	40	1	40	0
3079	44	40	1	40	0
3083	42.5	34	1	34	0
3090	43.6	35	1	35	0
3096	72.7	59	1	31	28
3111	43.1	34	1	34	0
3116	44.6	35	1	35	0
3121	44	40	1	40	0
3127	52.6	44	1	34	10
3132	44	35	1	35	0
3138	43.3	34	1	34	0
3142	44	40	1	40	0
3149	46.6	38	1	37	1
3154	44	40	1	40	0
3158	44.9	36	1	35	1
3166	45	36	1	36	0
3169	66	53	1	31	22
3173	45.9	36	1	36	0
3179	44	40	1	40	0
3182	48.9	39	1	34	5
3187	71.9	60	1	30	30
3193	45.1	35	1	35	0
3198	65.1	54	1	31	23
3202	44.5	35	1	35	0
3209	44	40	1	40	0
3213	45.7	36	1	36	0
3217	70	55	1	28	27
3223	43.9	35	1	35	0
3227	58.7	47	1	35	12
3235	45.4	37	1	37	0
3242	45.1	36	1	36	0
3251	45.1	35	1	35	0
3256	69.3	55	1	30	25
3260	48.7	38	1	36	2
3266	45.7	36	1	36	0
3272	54.6	43	1	35	8
3276	68.2	53	1	33	20
3281	49.3	39	1	39	0
3287	70.2	48	1	29	19
3292	65.1	35	1	35	0
3298	46	37	1	37	0
3306	47.3	36	1	36	0
3310	65.8	39	1	37	2
3314	66.6	52	1	31	21
3320	48.5	39	1	39	0
3325	62.2	50	1	33	17
3334	65.4	51	1	43	8
3339	72	58	1	31	27
3344	46.4	37	1	37	0
3348	47.7	38	1	38	0
3351	48.3	39	1	39	0
3356	48	38	1	37	1
3362	52.7	42	1	36	6
3369	56.5	45	1	35	10
3372	48.4	44	1	44	0
3376	46.8	38	1	38	0
3380	47.3	38	1	38	0
3392	54.2	41	1	37	4
3398	68.6	55	1	36	19
3403	52.8	42	1	42	0
3408	57	47	1	37	10
3414	52.2	42	1	42	0
3420	71	60	1	33	27
3422	51.2	40	1	37	3
3426	49.2	39	1	39	0
3433	77.1	62	1	30	32
3437	49	38	1	38	0
3440	66.9	55	1	32	23
3445	47.9	38	1	38	0
3450	48.2	40	1	40	0
3455	53.3	40	1	40	0
3465	48.6	39	1	39	0
3470	49.6	39	1	38	1
3473	48.1	38	1	38	0
3477	49.8	40	1	40	0
3481	48.6	38	1	38	0
3486	49.5	39	1	39	0
3490	64.4	51	1	34	17
3496	55.5	42	1	42	0
3500	48.8	39	1	39	0
3505	53.6	43	1	40	3
3511	70.1	56	1	38	18
3512	61	49	1	36	13
3525	54.1	43	1	43	0
3526	50.3	40	1	40	0
3533	68.1	52	1	34	18
3537	49.9	40	1	40	0
3540	70.3	55	1	37	18
3547	71.5	60	1	33	27
3551	73.5	59	1	42	17
3555	67	56	1	35	21
3561	66	55	1	35	20
3563	67	53	1	53	0
3572	70	48	1	35	13
3576	55.4	46	1	43	3
3581	69.3	54	1	54	0
3591	68.8	57	1	36	21
3597	68.5	55	1	55	0
3601	69.9	53	1	38	15
3610	50.6	42	1	42	0
3614	53.3	43	1	43	0
3616	57.1	42	1	42	0
3621	51.7	41	1	41	0
3625	51	41	1	41	0
3628	50	41	1	41	0
3636	48.9	43	1	40	3
3642	50.7	41	1	41	0
3646	58	46	1	39	7
3649	70.3	56	1	35	21
3652	70.8	54	1	38	16
3660	54	43	1	43	0
3665	52.4	42	1	42	0
3670	55.2	43	1	39	4
3678	57.7	45	1	45	0
3681	67.5	53	1	41	12
3686	52.8	42	1	42	0
3691	70.2	57	1	38	19
3698	37.3	30	1	30	0
3702	68.7	51	1	48	3
3710	53.1	42	1	42	0
3713	70.5	54	1	42	12
3718	59.1	47	1	47	0
3721	70.2	56	1	36	20
3725	69	56	1	38	18
3728	75.7	60	1	37	23
3732	58.4	47	1	47	0
3738	53	43	1	43	0
3744	71.2	52	1	52	0
3746	69.2	55	1	38	17
3751	55.6	44	1	44	0
3753	61.9	51	1	39	12
3759	52.6	42	1	42	0
3761	64.4	50	1	50	0
3766	59.9	48	1	48	0
3775	61.7	50	1	50	0
3785	71.6	60	1	37	23
3789	63.8	52	1	39	13
3792	60.7	48	1	48	0
3797	57	45	1	45	0
3800	53.5	42	1	42	0
3804	59.1	47	1	47	0
3809	65.9	54	1	41	13
3814	53	42	1	42	0
3822	71.6	58	1	48	10
3826	71	55	1	38	17
3831	52.9	44	1	44	0
3835	60.1	48	1	48	0
3840	62.7	50	1	50	0
3846	63.5	50	1	50	0
3851	59.3	49	1	46	3
3856	63.1	50	1	50	0
3860	63.4	50	1	50	0
3865	62	50	1	50	0
3868	64.6	52	1	52	0
3873	62.7	50	1	50	0
3880	62.4	50	1	50	0
3883	54.3	43	1	43	0
3887	62.6	50	1	50	0
3890	62.5	50	1	50	0
3895	61.7	50	1	50	0
3900	61.1	49	1	49	0
3903	62.4	50	1	50	0
3907	61.1	49	1	49	0
3911	62.7	50	1	50	0
3916	62.8	50	1	50	0
3920	63	50	1	50	0
3923	62.8	50	1	50	0
3926	59.9	48	1	48	0
3929	63	50	1	50	0
3933	62.4	50	1	50	0
3938	61.8	50	1	50	0
3943	54.6	45	1	45	0
3948	55.4	44	1	44	0
3954	55.9	45	1	45	0
3958	58.4	47	1	47	0
3963	61.7	50	1	50	0
3968	61.9	50	1	50	0
3973	61.7	49	1	43	6
3978	62.4	50	1	50	0
3983	63	51	1	51	0
3988	62	50	1	50	0
3990	62.4	50	1	50	0
3993	62.3	50	1	50	0
3997	63.8	50	1	50	0
3999	59.1	48	1	48	0
